Strain,Clade,preserve
Taiwan/CGMH-CGU-36/2020,20C,0
Myanmar/DSMRC-008/2021,20C,0
Singapore/53/2021,20C,0
Thailand/phitsanulok-NT0076/2020,20C,0
Malaysia/HPUPM_ML6117/2020,20C,0
Myanmar/DSMRC-002/2021,20C,0
Malaysia/IMR_WI340/2020,20C,0
Malaysia/HPUPM_ML5556/2020,20C,0
Singapore/1444/2020,20C,0
Thailand/SamutSakhon-CONI-0346/2020,20C,0
Thailand/SamutSakhon-CONI-0365/2020,20C,0
Thailand/Bangkok-CONI-0431/2021,20C,0
Thailand/SamutSakhon-CONI-0358/2020,20C,0
Thailand/SamutSakhon-CONI-0399/2020,20C,0
Thailand/AngThong-CONI-0444/2021,20C,0
Thailand/AngThong-CONI-0446/2021,20C,0
Thailand/SamutSakhon-CONI-0341/2020,20C,0
Thailand/SamutSakhon-CONI-0354/2020,20C,0
Thailand/Bangkok-CONI-0424/2021,20C,0
Thailand/SamutSakhon-CONI-0396/2020,20C,0
UnitedArabEmirates/3848/2020,20C,0
Finland/23LS5G11/2020,20C,0
Finland/S3CD11/2020,20C,0
Finland/23LS6A12/2020,20C,0
Finland/7LS13H11/2020,20C,0
Finland/25LS1DC1/2020,20C,0
Finland/24LS1E5/2020,20C,0
Finland/30J1DA1_S128/2020,20C,0
Finland/13MR5cB2/2020,20C,0
Norway/3550/2020,20C,0
Belarus/ChVir21884/2020,20C,0
Australia/WA354/2020,20C,0
Australia/SAP592/2020,20C,0
Iran/9GS/2020,20C,0
Australia/SAP483/2020,20C,0
Canada/BC-BCCDC-6141/2020,20C,0
Canada/ON-S2378/2021,20C,0
Australia/QLD1483/2020,20C,0
Australia/QLD1485/2020,20C,0
HongKong/HKPU-5111/2020,20C,0
HongKong/VM20123555/2020,20C,0
HongKong/VB20211661/2020,20C,0
HongKong/VB20220907/2020,20C,0
HongKong/VB20219976/2020,20C,0
Thailand/Bangkok-14712/2020,20C,0
HongKong/VM20127572/2020,20C,0
HongKong/VB20275039/2020,20C,0
env/HongKong/VN20001008/2020,20C,0
HongKong/VM20192019/2020,20C,0
HongKong/VM20194998/2020,20C,0
HongKong/VM20194999/2020,20C,0
HongKong/VM20194997/2020,20C,0
Nepal/2178/2020,20C,0
NewZealand/21CV0059/2021,20C,0
India/un-SMSMC-791502/2021,20C,0
NewZealand/20CV0521/2020,20C,0
NewZealand/20CV0489/2020,20C,0
HongKong/HKPU-4878/2020,20C,0
NewZealand/20CV0221/2020,20C,0
NewZealand/20CV0224/2020,20C,0
Canada/ON-S2380/2021,20C,0
Canada/MB-NML-16353/2021,20C,0
Canada/MB-NML-2857/2020,20C,0
Canada/BC-BCCDC-6170/2020,20C,0
Canada/BC-BCCDC-5130/2020,20C,0
Canada/BC-BCCDC-5735/2020,20C,0
Canada/BC-BCCDC-5774/2020,20C,0
Singapore/888/2020,20C,0
Canada/BC-BCCDC-7215/2020,20C,0
NewZealand/20CV0375/2020,20C,0
UnitedArabEmirates/3607/2020,20C,0
Singapore/1404/2020,20C,0
Singapore/1399/2020,20C,0
Singapore/1397/2020,20C,0
Japan/PG-0191/2020,20C,0
Egypt/CUNCI-HGC9I024/2020,20C,0
Indonesia/YO-UGM-10014/2020,20C,0
Australia/ACT0084/2020,20C,0
Australia/QLD990/2020,20C,0
Indonesia/YO-UGM-781481/2020,20C,0
Nigeria/BO-CV327/2020,20C,0
Indonesia/JK-EIJK-38/2020,20C,0
Jordan/AM-ALSR-2586/2020,20C,0
Egypt/CUNCI-HGC11I006/2021,20C,0
UnitedArabEmirates/4279/2020,20C,0
Jordan/SR-0335/2020,20C,0
Singapore/1088/2020,20C,0
Indonesia/JI-ITDua-12009NTv/2020,20C,0
Taiwan/NTU36/2020,20C,0
Singapore/150/2021,20C,0
Indonesia/JK-EIJK126/2021,20C,0
Indonesia/JK-NIHRDMI2100236/2021,20C,0
Indonesia/BT-EIJK81/2020,20C,0
Indonesia/JB-EIJK74/2020,20C,0
Indonesia/YO-UGM-48651/2020,20C,0
Indonesia/BT-SHSIU-01-6493/2021,20C,0
Indonesia/KB-TUH-C2138669/2020,20C,0
Egypt/ARMY-MCL011/2020,20C,0
Egypt/ARMY-MCL001-2/2020,20C,0
Egypt/ARMY-MCL012/2020,20C,0
Australia/QLD1147/2020,20C,0
Jordan/AM-ALSR-2585/2020,20C,0
Australia/NSW1111/2020,20C,0
Indonesia/KU-NIHRD-PME9235/2020,20C,0
Indonesia/SS-NIHRD-PME10004/2020,20C,0
India/WB-IICB-046/2020,20C,0
India/WB-IICB-052/2020,20C,0
Iran/Tehran-NIC45RC/2020,20C,0
Indonesia/BT-SHSIU-01-3884/2020,20C,0
Singapore/1437/2020,20C,0
Singapore/1492/2020,20C,0
Singapore/1494/2020,20C,0
Indonesia/BT-SHSIU-01-4941/2020,20C,0
Singapore/1490/2020,20C,0
Indonesia/YO-UGM-10002/2020,20C,0
Indonesia/BT-EIJK79/2020,20C,0
Taiwan/NTU47/2020,20C,0
Taiwan/NTU48/2020,20C,0
Indonesia/JB-EIJK125/2021,20C,0
Indonesia/JB-EIJK148/2021,20C,0
Indonesia/JK-EIJK49/2020,20C,0
Australia/NSW1133/2020,20C,0
Indonesia/PA-NIHRD-PME8510/2020,20C,0
Taiwan/NTU37/2020,20C,0
Australia/WA596/2020,20C,0
Australia/NSW1494/2021,20C,0
Indonesia/BT-EIJK75/2020,20C,0
Australia/QLD1550/2021,20C,0
Indonesia/JI-ITDua-33281NT/2020,20C,0
Indonesia/JB-EIJK129/2021,20C,0
Indonesia/BT-EIJK133/2021,20C,0
Pakistan/JRCGR-KHI40/2020,20C,0
NewZealand/20CV0697/2020,20C,0
HongKong/CM20000489/2020,20C,0
NewZealand/20CV0607/2020,20C,0
NewZealand/20CV0625/2020,20C,0
NewZealand/20CV0606/2020,20C,0
NewZealand/20CV0619/2020,20C,0
NewZealand/20CV0604/2020,20C,0
Switzerland/ZH-ETHZ-430770/2020,20C,0
Finland/HEL-11-45/2021,20C,0
Finland/HEL-11-50/2021,20C,0
Switzerland/NE-ETHZ-370016/2020,20C,0
Luxembourg/LNS9468406/2020,20C,0
France/PAC-IHUCOVID-2725/2020,20C,0
France/OCC-88/2020,20C,0
Tunisia/55439/2020,20C,0
Netherlands/NB-RIVM-10293/2020,20C,0
Morocco/FMP-45/2020,20C,0
Italy/CAM-COTUGNO-18469/2021,20C,0
Spain/PV-IBV-98008441/2020,20C,0
France/OCC-91/2020,20C,0
France/OCC-181/2020,20C,0
Denmark/DCGC-3787/2020,20C,0
Australia/NSW1180/2020,20C,0
Denmark/DCGC-9937/2020,20C,0
HongKong/CM20000418/2020,20C,0
Denmark/DCGC-30686/2021,20C,0
Sweden/21-00329/2020,20C,0
Slovenia/119993/2020,20C,0
Slovakia/UKBA-316/2020,20C,0
UnitedArabEmirates/3869/2020,20C,0
Hungary/SRC-2140/2020,20C,0
Hungary/SRC-2145/2020,20C,0
Hungary/SRC-1650/2020,20C,0
CzechRepublic/NRL-10746/2020,20C,0
Australia/NSW1295/2020,20C,0
Serbia/Backa_Palanka-733652711/2020,20C,0
Austria/MUW_1326338/2020,20C,0
Austria/CeMM1480/2020,20C,0
Cambodia/111948/2020,20C,0
Cambodia/112404/2020,20C,0
Hungary/UD-94349/2020,20C,0
Austria/CeMM1479/2020,20C,0
Germany/ST-MD291/2021,20C,0
Slovakia/UKBA-407/2020,20C,0
Slovakia/UKBA-607/2020,20C,0
Luxembourg/LNS8778022/2020,20C,0
Switzerland/BS-UHB-42504900/2020,20C,0
Luxembourg/LNS6665821/2020,20C,0
Italy/CAM-TIGEM-277/2020,20C,0
Thailand/Chonburi-SQ-TB0062/2020,20C,0
Denmark/DCGC-8553/2020,20C,0
Denmark/DCGC-7657/2020,20C,0
Norway/0800/2021,20C,0
Sweden/20-53399/2020,20C,0
Thailand/Chonburi_MS0193/2020,20C,0
Thailand/Chonburi_PN0160/2020,20C,0
Slovenia/2020-V0-272910/2020,20C,0
Luxembourg/LNS7892400/2020,20C,0
Bermuda/205081290/2020,20C,0
Austria/CeMM1708/2020,20C,0
Serbia/Strpce-046651112/2020,20C,0
Brazil/AP-IEC-177390/2020,20C,0
Luxembourg/LNS3126705/2020,20C,0
Luxembourg/LNS2740500/2020,20C,0
Switzerland/SH-ETHZ-480491/2021,20C,0
Mayotte/IPP00624/2021,20C,0
Switzerland/GE-33015141/2021,20C,0
Tunisia/55319/2020,20C,0
France/PAC-IHUCOVID-2658/2020,20C,0
Australia/WA528/2020,20C,0
France/un-21012140025/2021,20C,0
Belgium/AZDelta06904-2105R/2021,20C,0
Tunisia/53873/2020,20C,0
Tunisia/55308/2020,20C,0
Tunisia/1268/2021,20C,0
Cameroon/CV441/2020,20C,0
Switzerland/GE-ETHZ-340099/2020,20C,0
Luxembourg/LNS4817577/2020,20C,0
Luxembourg/LNS0067083/2020,20C,0
Luxembourg/LNS4568766/2020,20C,0
Luxembourg/LNS5962521/2021,20C,0
Belgium/rega-10191269/2020,20C,0
Luxembourg/LNS3600994/2020,20C,0
Belgium/rega-12141424/2020,20C,0
Australia/WA545/2020,20C,0
France/ARA-106089/2020,20C,0
Sweden/21-50042/2020,20C,0
Germany/BW-42512488/2020,20C,0
France/PAC-IHUCOVID-2617/2020,20C,0
Tunisia/ADAGE-24763/2020,20C,0
Tunisia/58412/2020,20C,0
Tunisia/ADAGE-24776/2020,20C,0
NewZealand/20CV0464/2020,20C,0
France/OCC-214/2020,20C,0
Austria/CeMM1503/2020,20C,0
Israel/CVL-46695/2020,20C,0
Netherlands/NB-RIVM-10607/2021,20C,0
Denmark/DCGC-15989/2020,20C,0
Finland/9LS11AC1/2020,20C,0
France/un-21012150369/2021,20C,0
Netherlands/DR-RIVM-10688/2021,20C,0
Switzerland/ZH-ETHZ-431084/2020,20C,0
Switzerland/AG-ETHZ-480940/2021,20C,0
Luxembourg/LNS5154548/2020,20C,0
France/ARA-104314/2020,20C,0
Sweden/20-53841/2020,20C,0
Luxembourg/LNS9789433/2020,20C,0
CzechRepublic/NRL-5635/2020,20C,0
Israel/CVL-n18467/2020,20C,0
Israel/CVL4572/2020,20C,0
Israel/CVL4577/2020,20C,0
HongKong/CM20000427/2020,20C,0
Israel/CVL-633ngs/2020,20C,0
Israel/CVL-507ngs/2020,20C,0
Israel/CVL-1991/2021,20C,0
Israel/CVL-2019/2021,20C,0
USA/LA-GBCL-26684517/2020,20C,0
CostaRica/INC-0096/2020,20C,0
USA/NJ-CDC-2-3693657/2020,20C,0
Zimbabwe/ZW-25/2020,20C,0
Singapore/144/2020,20C,0
Australia/QLD1282/2020,20C,0
USA/CO-CDPHE-2004230233/2020,20C,0
USA/CO-CDC-2-3768163/2020,20C,0
Denmark/ALAB-HH-193/2020,20C,0
USA/AK-PHL2131/2020,20C,0
USA/AZ-TG594700/2020,20C,0
Mexico/BCN-ALSR-6340/2021,20C,0
USA/CT-JAX-000542222/2020,20C,0
USA/CA-CDPH-UC1471/2021,20C,0
Taiwan/CGMH-CGU-49/2021,20C,0
Taiwan/CGMH-CGU-48/2021,20C,0
Australia/QLD1479/2020,20C,0
NewZealand/20CV0676/2020,20C,0
NewZealand/20CV0724/2020,20C,0
USA/OR-CGRB-010421-089/2021,20C,0
USA/DC-HP02181/2021,20C,0
USA/WI-WSLH-210989/2021,20C,0
USA/CA-CDPH-UC1454/2021,20C,0
USA/AZ-ASPHL-3656/2021,20C,0
USA/NV-CDC-LC0003145/2021,20C,0
USA/ME-HETL-J1329/2021,20C,0
France/IDF-221-61/2020,20C,0
Vietnam/VNHN_1072/2020,20C,0
Australia/NSW602/2020,20C,0
Australia/WA56/2020,20C,0
NewZealand/20VR1843/2020,20C,0
NewZealand/20CV0298/2020,20C,0
NewZealand/20VR3483/2020,20C,0
USA/NMDOH-2020245660/2020,20C,0
USA/NV-CDC-STM-000003663/2021,20C,0
USA/OH-USAFSAM-S0090/2021,20C,0
NewZealand/20VR1809/2020,20C,0
Mexico/QRO-InDRE-84/2020,20C,0
Canada/NB-NML-3276/2020,20C,0
Canada/NB-NML-3279/2020,20C,0
USA/NE-CDC-LC00000326/2020,20C,0
USA/WI-UW-1335/2020,20C,0
USA/OH-USAFSAM-S0163/2021,20C,0
Canada/ON-PPS-00161/2020,20C,0
Canada/ON-S2142/2021,20C,0
USA/MD-MDH-0258/2020,20C,0
Bermuda/204990915/2020,20C,0
Bermuda/204990916/2020,20C,0
USA/NC-USAFSAM-S405/2020,20C,0
USA/WA-UW-45058/2020,20C,0
USA/DE-DHSS-F1009503/2020,20C,0
USA/DC-BBI1/2020,20C,0
USA/DC-BBI2/2020,20C,0
CostaRica/INC-0071/2020,20C,0
USA/MO-CDC-LC00000294/2020,20C,0
USA/NE-CDC-2-3714177/2020,20C,0
USA/WY-WPHL-21008813/2021,20C,0
USA/KS-USAFSAM-S487/2020,20C,0
USA/KS-USAFSAM-S0164/2021,20C,0
USA/KS-USAFSAM-S650/2020,20C,0
USA/MO-CDC-LC00000067/2020,20C,0
USA/AZ-TG280839/2020,20C,0
USA/NE-QDX-3304/2020,20C,0
USA/WV-CDC-2-3766719/2020,20C,0
USA/ND-NDDH-0027/2020,20C,0
USA/RI-QDX-3232/2021,20C,0
USA/NY-PRL-2021_0210_06F07/2021,20C,0
France/IDF-2989/2020,20C,0
Mexico/GUA-InDRE-19/2020,20C,0
Australia/QLD1336/2020,20C,0
SouthKorea/KCDC2577/2020,20C,0
SouthKorea/KDCA0082/2020,20C,0
SouthKorea/KDCA0381/2020,20C,0
SouthKorea/KDCA0390/2020,20C,0
SouthKorea/KDCA0987/2020,20C,0
SouthKorea/KDCA0937/2020,20C,0
SouthKorea/KDCA1077/2020,20C,0
SouthKorea/KDCA0941/2020,20C,0
SouthKorea/KDCA0231/2020,20C,0
SouthKorea/KDCA0028/2020,20C,0
SouthKorea/KDCA0086/2020,20C,0
SouthKorea/KDCA0324/2020,20C,0
SouthKorea/KDCA1261/2021,20C,0
SouthKorea/KDCA1293/2021,20C,0
SouthKorea/KDCA0996/2020,20C,0
SouthKorea/KDCA1259/2021,20C,0
SouthKorea/KDCA1260/2021,20C,0
SouthKorea/KDCA1238/2021,20C,0
SouthKorea/KDCA1276/2021,20C,0
SouthKorea/KDCA1248/2021,20C,0
SouthKorea/KDCA1275/2021,20C,0
SouthKorea/KDCA1295/2021,20C,0
SouthKorea/KDCA1300/2021,20C,0
SouthKorea/KDCA1234/2021,20C,0
SouthKorea/KDCA1046/2020,20C,0
SouthKorea/KDCA1102/2020,20C,0
SouthKorea/KDCA1196/2021,20C,0
USA/NC-UNC-LCCC0039/2020,20C,0
USA/VT-CDC-2-3766735/2020,20C,0
USA/NH-Yale-444/2020,20C,0
Kazakhstan/33496/2020,20C,0
USA/NJ-NYUMC638/2020,20C,0
Israel/CVL-n17916/2020,20C,0
USA/PR-CDC-S74/2020,20C,0
USA/MA-MASPHL-00826/2020,20C,0
USA/SC-DHEC-0893/2020,20C,0
Argentina/PAIS-A0028/2020,20C,0
Argentina/PAIS-F0050/2020,20C,0
Argentina/INEI092843/2020,20C,0
Argentina/INEI095994/2020,20C,0
Argentina/PAIS-A0145/2020,20C,0
Argentina/PAIS-A0154/2020,20C,0
Argentina/INEI098536/2020,20C,0
Argentina/INEI095503/2020,20C,0
Argentina/INEI096418/2020,20C,0
Argentina/INEI097130/2020,20C,0
Argentina/INEI098418/2020,20C,0
Argentina/INEI041590/2020,20C,0
Argentina/INEI096077/2020,20C,0
Argentina/INEI096223/2020,20C,0
Argentina/PAIS-A0042/2020,20C,0
Argentina/PAIS-A0059/2020,20C,0
Argentina/INEI097373/2020,20C,0
Argentina/INEI098448/2020,20C,0
Argentina/INEI096522/2020,20C,0
Argentina/INEI097375/2020,20C,0
Argentina/INEI096300/2020,20C,0
Argentina/INEI096021/2020,20C,0
Argentina/INEI097176/2020,20C,0
Argentina/INEI097210/2020,20C,0
Argentina/INEI097815/2020,20C,0
Argentina/INEI096084/2020,20C,0
Argentina/INEI095222/2020,20C,0
Argentina/INEI098521/2020,20C,0
Argentina/INEI095955/2020,20C,0
Argentina/INEI095413/2020,20C,0
Argentina/INEI098420/2020,20C,0
Argentina/INEI096359/2020,20C,0
Argentina/INEI095228/2020,20C,0
Argentina/INEI096222/2020,20C,0
NewZealand/20CV0311/2020,20C,0
USA/NJ-CDC-2-3693474/2020,20C,0
USA/OH-ODH-SC22321/2020,20C,0
Taiwan/NTU32/2020,20C,0
USA/KY-9A06/2020,20C,0
CostaRica/04/2020,20C,0
USA/UT-UPHL-2012884106/2020,20C,0
USA/OH-ODH-SC35065/2020,20C,0
Mozambique/INS-K007946/2020,20C,0
USA/LA-ALSR-5826/2020,20C,0
USA/TN-QDX-246/2020,20C,0
NewZealand/20CV0273/2020,20C,0
USA/MO-WUSTL060/2020,20C,0
USA/UT-UPHL-201101803/2020,20C,0
USA/MT-BHDH-5399/2020,20C,0
USA/MS-CDC-6581/2020,20C,0
USA/AR-USAFSAM-S127/2020,20C,0
USA/TN-QDX-4452/2020,20C,0
USA/LA-BIE-041/2020,20C,0
USA/SC-DHEC-0699/2020,20C,0
Australia/WA503/2020,20C,0
USA/AK-PHL6671/2020,20C,0
USA/AR-CDC-2-3693765/2020,20C,0
USA/MS-CDC-2-3693659/2020,20C,0
Mexico/CHH-InDRE-43/2020,20C,0
USA/SD-SDPHL-0013/2020,20C,0
USA/OR-OHSU-2902/2020,20C,0
USA/PR-CDC-S72/2020,20C,0
USA/PR-CDC-S63/2020,20C,0
Romania/USAFSAM-S556/2020,20C,0
Romania/USAFSAM-S553/2020,20C,0
Romania/USAFSAM-S573/2020,20C,0
USA/AZ-WL-CVG00126/2020,20C,0
USA/CO-CDPHE-2100015418/2020,20C,0
USA/LA-EVTL789/2020,20C,0
USA/VA-DCLS-2055/2020,20C,0
USA/NC-USAFSAM-S618/2020,20C,0
USA/AK-CDC-STM-000003657/2021,20C,0
USA/LA-ALSR-5827/2020,20C,0
USA/LA-EVTL1061/2020,20C,0
USA/LA-EVTL1057/2020,20C,0
USA/LA-EVTL1064/2020,20C,0
USA/AK-PHL6632/2020,20C,0
Mexico/MIC-InDRE-68/2020,20G,0
USA/ME-HETL-J1280/2021,20G,0
USA/KY-KSPHL-100065/2020,20G,0
USA/MN-MDH-1827/2020,20G,0
USA/MN-MDH-1902/2020,20G,0
USA/MT-BHDH-2631/2020,20G,0
NewZealand/20CV0363/2020,20G,0
USA/OK-CDC-2-3768060/2020,20G,0
USA/UT-UPHL-2102562950/2020,20G,0
USA/MI-UM-10037723528/2021,20G,0
USA/ID-USAFSAM-S484/2020,20G,0
USA/OR-OHSU-4718/2020,20G,0
Aruba/AW-RIVM-10523/2021,20G,0
USA/WA-S3468/2020,20G,0
USA/OR-OHSU-6667/2020,20G,0
USA/ID-CDC-2-3714480/2020,20G,0
USA/TN-QDX-3554/2020,20G,0
USA/OR-OHSU-3923/2020,20G,0
USA/WA-S3074/2020,20G,0
USA/ID-CDC-2-3714377/2020,20G,0
USA/GA-CDC-LC00002004/2020,20G,0
Aruba/AW-RIVM-10520/2021,20G,0
USA/ID-CDC-2-3714455/2020,20G,0
USA/IA-GMF-38206/2020,20G,0
USA/UT-UPHL-2102677046/2020,20G,0
USA/UT-UPHL-2101681846/2021,20G,0
USA/ID-CDC-2-3769273/2020,20G,0
USA/ID-CDC-2-3769187/2020,20G,0
USA/ID-CDC-2-3769286/2020,20G,0
USA/OK-CDC-2-3693557/2020,20G,0
USA/MT-CDC-2-3693670/2020,20G,0
USA/OR-OHSU-4085/2020,20G,0
USA/WY-WPHL-20171551/2020,20G,0
USA/HI-H200520/2020,20G,0
USA/NC-USAFSAM-S0207/2021,20G,0
USA/AK-PHL6616/2020,20G,0
USA/MT-CDC-2-3714259/2020,20G,0
USA/UT-UPHL-2101742891/2020,20G,0
USA/AK-PHL6630/2020,20G,0
USA/WA-S3632/2021,20G,0
USA/CA-ALSR-6354/2021,20G,0
USA/MT-CDC-LC00002464/2021,20G,0
USA/NV-CDC-LC0003131/2021,20G,0
NewZealand/21CV0048/2021,20G,0
NewZealand/21CV0055/2021,20G,0
NewZealand/21CV0093/2021,20G,0
USA/NC-CDC-2-3693555/2020,20G,0
USA/LA-USAFSAM-S485/2020,20G,0
USA/AR-CDC-LC0004458/2020,20G,0
USA/OK-QDX-3568/2020,20G,0
USA/NE-USAFSAM-S0237/2021,20G,0
Mexico/AGU-InDRE_231/2020,20G,0
USA/NC-CDC-2-3767474/2020,20G,0
USA/TX-HMH-MCoV-16358/2020,20G,0
USA/KY-CDC-STM-000007216/2021,20G,0
USA/LA-EVTL1597/2021,20G,0
USA/OK-CDC-LC0004259/2021,20G,0
USA/AR-CDC-2-3693681/2020,20G,0
USA/NH-QDX-3048/2021,20G,0
USA/TN-QDX-3552/2020,20G,0
USA/MI-MDHHS-SC22749/2020,20G,0
USA/IN-PU-LH000094162/2021,20G,0
USA/NC-USAFSAM-S479/2020,20G,0
USA/MO-CDC-2-3693463/2020,20G,0
USA/OR-OHSU-9179/2021,20G,0
USA/TX-BSW-SU48229/2021,20G,0
USA/IA-CDC-2-3714371/2020,20G,0
USA/FL-CDC-LC00001143/2020,20G,0
Taiwan/CGMH-CGU-33/2020,20G,0
Taiwan/NTU45/2020,20G,0
USA/AK-PHL640/2020,20G,0
USA/NM-DOH-2020553876/2020,20G,0
USA/OH-JML-COH119/2021,20G,0
USA/ND-USAFSAM-S714/2020,20G,0
USA/KS-KHEL-0043/2021,20G,0
USA/NH-CDC-STM-000004367/2021,20G,0
USA/NM-DOH-2020318478/2020,20G,0
USA/MI-MDHHS-SC22714/2020,20G,0
USA/VA-DCLS-3188/2021,20G,0
USA/AR-CDC-STM-000004103/2021,20G,0
USA/NV-QDX-3266/2020,20G,0
USA/NV-QDX-3268/2020,20G,0
USA/OK-QDX-3411/2020,20G,0
USA/OK-CDC-LC0005294/2021,20G,0
USA/GA-USAFSAM-S0105/2021,20G,0
USA/MS-CDC-LC00001050/2020,20G,0
USA/AR-CDC-2-3693771/2020,20G,0
USA/MD-HP12137/2020,20G,0
UnitedArabEmirates/4261/2020,20G,0
USA/MO-CDC-LC0003193/2021,20G,0
USA/WY-WPHL-21000558/2021,20G,0
USA/LA-USAFSAM-S0132/2021,20G,0
USA/OH-ODH-SC187374/2020,20G,0
USA/DE-DHSS-FLW00563581/2020,20G,0
USA/NC-CDC-2-3767569/2020,20G,0
USA/TN-CDC-2-3693694/2020,20G,0
USA/WY-WPHL-20149740/2020,20G,0
USA/WY-WPHL-20168141/2020,20G,0
USA/IA-CDC-2-3714376/2020,20G,0
USA/NM-DOH-2020643069/2020,20G,0
USA/WY-USAFSAM-S0086/2021,20G,0
USA/NC-USAFSAM-S0220/2021,20G,0
USA/NM-USAFSAM-S501/2020,20G,0
USA/CO-CDC-2-3774027/2020,20G,0
USA/CO-CDC-2-3774025/2020,20G,0
USA/WY-WPHL-21010970/2021,20G,0
USA/CO-CDPHE-2100177076/2020,20G,0
USA/OK-CDC-2-3693590/2020,20G,0
USA/SC-USAFSAM-S504/2020,20G,0
USA/AR-CDC-9NO6-9147/2021,20G,0
USA/MI-UM-10036758386/2020,20G,0
USA/OK-CDC-2-3693462/2020,20G,0
Australia/NSW3075/2020,20G,0
USA/IN-CDC-STM-000005425/2021,20G,0
Australia/NSW1184/2020,20G,0
USA/PR-CDC-LC0003678/2021,20G,0
USA/DC-DFS-PHL-0128/2021,20G,0
USA/AL-HGSC-JGQR/2021,20G,0
USA/OK-CDC-LC00002742/2020,20G,0
USA/IL-IDPH-I-000777/2020,20G,0
USA/KS-CDC-STM-000008204/2021,20G,0
USA/RI-MASPHL-01701/2021,20G,0
USA/HI-CDC-STM-0000014-G08/2021,20G,0
USA/NC-CDC-2-3767480/2020,20G,0
USA/IN-CDC-LC0004029/2021,20G,0
USA/WY-WPHL-21010885/2021,20G,0
NewZealand/21CV0098/2021,20G,0
USA/NV-QDX-3529/2020,20G,0
USA/ND-CDC-2-3766734/2020,20G,0
USA/LA-USAFSAM-S476/2020,20G,0
USA/IA-CDC-LC0003183/2021,20G,0
USA/FL-CDC-STM-000004173/2021,20G,0
USA/MA-MASPHL-01794/2021,20G,0
USA/MA-MASPHL-01792/2021,20G,0
USA/OK-CDC-2-3693469/2020,20G,0
USA/VA-SU-SC_36/2021,20G,0
USA/NJ-QDX-3388/2020,20G,0
USA/SC-USAFSAM-S602/2020,20G,0
USA/IL-NM-1404/2020,20G,0
USA/PA-MGEL-00500/2020,20G,0
USA/PA-MGEL-01155/2020,20G,0
USA/SD-USAFSAM-S505/2020,20G,0
Canada/LTRI-1716/2020,20G,0
USA/MA-MASPHL-01738/2021,20G,0
USA/ME-HETL-J1283/2021,20G,0
USA/IN-CDC-2-3693675/2020,20G,0
USA/IN-CDC-2-3693790/2020,20G,0
USA/IA-CDC-2-3714458/2020,20G,0
USA/MS-CDC-9NQ9-9162/2021,20G,0
USA/ME-HETL-J0106/2020,20G,0
USA/VT-MASPHL-01770/2021,20G,0
USA/VT-MASPHL-01764/2021,20G,0
USA/NC-CDC-2-4693589/2020,20G,0
USA/NE-CDC-2-3714192/2020,20G,0
USA/NE-USAFSAM-S637/2020,20G,0
USA/TN-CDC-STM-000005078/2021,20G,0
USA/SC-DHEC-0002-2/2020,20G,0
USA/PA-MGEL-00965/2020,20G,0
USA/VA-SU-SC_32/2021,20G,0
USA/FL-BPHL-2592/2020,20G,0
USA/OH-USAFSAM-S0058/2021,20G,0
USA/KY-KSPHL-100059/2020,20G,0
USA/VA-DCLS-2245/2020,20G,0
USA/KY-KSPHL-100088/2020,20G,0
USA/KY-KSPHL-100060/2020,20G,0
USA/KY-KSPHL-100076/2020,20G,0
USA/PA-MGEL-01149/2020,20G,0
USA/WY-CDC-2-3767466/2020,20G,0
USA/MA-CDC-LC00000731/2020,20G,0
USA/NH-QDX-4295/2021,20G,0
USA/PA-MGEL-00768/2020,20G,0
USA/VT-QDX-3155/2021,20G,0
USA/AK-CDC-2-3693795/2020,20G,0
USA/MT-USAFSAM-S685/2020,20G,0
USA/MT-USAFSAM-S615/2020,20G,0
USA/NH-CDC-LC0003841/2021,20G,0
USA/IN-CDC-LC00001467/2020,20G,0
USA/AR-CDC-2-3693682/2020,20G,0
USA/MI-MDHHS-SC22654/2020,20G,0
USA/SC-CDC-STM-000008221/2021,20G,0
USA/PR-CDC-LC00000630/2020,20G,0
USA/MD-HP01115/2021,20G,0
USA/VA-DCLS-1956/2020,20G,0
USA/SD-CDC-2-3766669/2020,20G,0
USA/MN-MDH-2400/2021,20G,0
USA/VA-DCLS-2994/2021,20G,0
USA/CO-CDPHE-2100232263/2021,20G,0
USA/NY-PRL-2021_0210_06B07/2021,20G,0
USA/MD-HP02246/2021,20G,0
USA/ND-CDC-2-3766694/2020,20G,0
USA/NC-CDC-LC00002284/2020,20G,0
NewZealand/20CV0576/2020,20G,0
Australia/NSW1233/2020,20G,0
USA/AL-Limestone-JDXC/2020,20G,0
USA/AL-HGSC-JFZB/2020,20G,0
USA/AL-Morgan-JEDJ/2020,20G,0
USA/AL-Morgan-JFKN/2020,20G,0
USA/AL-HGSC-JGPF/2021,20G,0
USA/FL-USAFSAM-S682/2020,20G,0
USA/MD-HP02243/2021,20G,0
USA/IN-PU-LH000094242/2021,20G,0
USA/CT-CDC-2-3714065/2020,20G,0
USA/LA-EVTL1175/2020,20G,0
USA/TX-CDC-LC00000777/2020,20G,0
USA/NE-USAFSAM-S538/2020,20G,0
USA/CA-SC210006/2020,20G,0
USA/MI-MDHHS-SC22304/2020,20G,0
USA/MI-UM-10038058047/2021,20G,0
USA/IL-NM-2413/2020,20G,0
USA/TX-DSHS-2596/2021,20G,0
USA/MD-HP12174/2020,20G,0
